ts,mode,url,t_s,bytes_B,path
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_001.jpg,0.591,3386063,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_002.jpg,0.038,126035,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_003.jpg,0.09,483004,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_004.jpg,0.072,463239,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_005.jpg,0.075,483004,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_006.jpg,0.165,1120546,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_007.jpg,0.078,462391,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_008.jpg,0.072,424404,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_009.jpg,0.059,368716,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_010.jpg,0.36,2758274,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_011.jpg,0.338,2579938,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_012.jpg,0.224,1671708,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_013.jpg,0.128,898869,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_014.jpg,0.109,800679,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_015.jpg,0.127,814703,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_016.jpg,0.268,2066266,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_017.jpg,0.169,1163596,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_018.jpg,0.203,1637881,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_019.jpg,0.231,1805036,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_020.jpg,0.239,1794707,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_021.jpg,0.272,2164282,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_022.jpg,0.32,2196967,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_023.jpg,0.302,2235324,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_024.jpg,0.254,1838077,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_025.jpg,0.212,1617751,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_026.jpg,0.173,1304148,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_027.jpg,0.215,1743003,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_028.jpg,0.247,1781706,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_029.jpg,0.262,2013491,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_030.jpg,0.234,1686912,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_031.jpg,0.076,497240,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_032.jpg,0.216,1506367,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_033.jpg,0.073,411832,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_034.jpg,0.146,1050216,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_035.jpg,0.049,240011,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_036.jpg,0.097,666949,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_037.jpg,0.767,848725,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_038.jpg,0.434,937949,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_039.jpg,0.186,1194429,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_040.jpg,0.287,1908438,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_041.jpg,0.236,1679497,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_042.jpg,0.257,1702185,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_043.jpg,0.198,1370426,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_044.jpg,0.186,1059165,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_045.jpg,0.209,1458374,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_046.jpg,0.064,436390,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_047.jpg,0.251,1914000,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_048.jpg,0.235,1779640,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_049.jpg,0.206,1640476,wifi
1757254542369,AUTO_SWITCH,http://139.224.130.188/images/img_050.jpg,0.259,2072254,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_001.jpg,0.403,3386063,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_002.jpg,0.033,126035,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_003.jpg,0.072,483004,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_004.jpg,0.074,463239,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_005.jpg,0.071,483004,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_006.jpg,0.141,1120546,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_007.jpg,0.074,462391,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_008.jpg,0.064,424404,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_009.jpg,0.067,368716,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_010.jpg,0.322,2758274,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_011.jpg,0.301,2579938,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_012.jpg,0.207,1671708,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_013.jpg,0.116,898869,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_014.jpg,0.107,800679,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_015.jpg,0.111,814703,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_016.jpg,0.296,2066266,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_017.jpg,0.153,1163596,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_018.jpg,0.208,1637881,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_019.jpg,0.226,1805036,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_020.jpg,0.222,1794707,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_021.jpg,0.268,2164282,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_022.jpg,0.282,2196967,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_023.jpg,0.277,2235324,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_024.jpg,0.235,1838077,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_025.jpg,0.221,1617751,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_026.jpg,0.163,1304148,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_027.jpg,0.223,1743003,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_028.jpg,0.218,1781706,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_029.jpg,0.242,2013491,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_030.jpg,0.221,1686912,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_031.jpg,0.069,497240,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_032.jpg,0.217,1506367,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_033.jpg,0.063,411832,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_034.jpg,0.134,1050216,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_035.jpg,0.045,240011,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_036.jpg,0.083,666949,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_037.jpg,0.109,848725,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_038.jpg,0.134,937949,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_039.jpg,0.155,1194429,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_040.jpg,0.27,1908438,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_041.jpg,0.22,1679497,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_042.jpg,0.21,1702185,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_043.jpg,0.176,1370426,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_044.jpg,0.135,1059165,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_045.jpg,0.197,1458374,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_046.jpg,0.07,436390,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_047.jpg,0.236,1914000,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_048.jpg,0.236,1779640,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_049.jpg,0.232,1640476,wifi
1757254551365,AUTO_SWITCH,http://139.224.130.188/images/img_050.jpg,0.264,2072254,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_001.jpg,0.855,3386063,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_002.jpg,0.052,126035,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_003.jpg,0.096,483004,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_004.jpg,0.095,463239,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_005.jpg,0.091,483004,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_006.jpg,0.207,1120546,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_007.jpg,0.079,462391,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_008.jpg,0.066,424404,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_009.jpg,0.062,368716,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_010.jpg,0.389,2758274,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_011.jpg,0.341,2579938,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_012.jpg,0.222,1671708,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_013.jpg,0.133,898869,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_014.jpg,0.119,800679,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_015.jpg,0.128,814703,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_016.jpg,0.289,2066266,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_017.jpg,0.175,1163596,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_018.jpg,0.242,1637881,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_019.jpg,0.369,1805036,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_020.jpg,0.265,1794707,wifi
1757254561762,AUTO_SWITCH,http://139.224.130.188/images/img_021.jpg,0.322,2164282,wifi
